School Name,Primary Division,Sport Division,Subdivision,Membership Status,Primary Conference,Sport Conference,HBCU/Non-HBCU,Public/Private,Carnegie Classification,City/State ,Primary URL,Secondary URL
Lehigh University,Division I,Division I,DI FCS,Active Member,Patriot League,Patriot League,Non-HBCU,Private,Research Universities,"Bethlehem, PA",www.lehighsports.com/,www1.lehigh.edu/
Villanova University,Division I,Division I,DI FCS,Active Member,Big East Conference,Colonial Athletic Association,Non-HBCU,Private,Research Universities,"Villanova, PA",www.villanova.com,www.villanova.edu
University of Pennsylvania,Division I,Division I,DI FCS,Active Member,The Ivy League,The Ivy League,Non-HBCU,Private,Research Universities,"Philadelphia, PA",www.pennathletics.com,www.upenn.edu/
Delaware State University,Division I,Division I,DI FCS,Active Member,Mid-Eastern Athletic Conf.,Mid-Eastern Athletic Conf.,HBCU,Public,Research Universities,"Dover, DE",www.desu.edu,www.dsuhornets.com/
University of Delaware,Division I,Division I,DI FCS,Active Member,Colonial Athletic Association,Colonial Athletic Association,Non-HBCU,Public,Research Universities,"Newark, DE",www.bluehens.com,www.udel.edu
Bucknell University,Division I,Division I,DI FCS,Active Member,Patriot League,Patriot League,Non-HBCU,Private,Baccalaureate Colleges,"Lewisburg, PA",bucknell.edu,bucknellbison.com
Towson University,Division I,Division I,DI FCS,Active Member,Colonial Athletic Association,Colonial Athletic Association,Non-HBCU,Public,Research Universities,"Towson, MD",www.towson.edu,www.towsontigers.com
Morgan State University,Division I,Division I,DI FCS,Active Member,Mid-Eastern Athletic Conf.,Mid-Eastern Athletic Conf.,HBCU,Public,Research Universities,"Baltimore, MD",www.morgan.edu/,www.morganstatebears.com/
Georgetown University,Division I,Division I,DI FCS,Active Member,Big East Conference,Patriot League,Non-HBCU,Private,Research Universities,"Washington, DC",www.georgetown.edu,www.guhoyas.com
Hampton University,Division I,Division I,DI FCS,Active Member,Big South Conference,Big South Conference,HBCU,Private,Research Universities,"Hampton, VA",www.hamptonpirates.com,www.hamptonu.edu
William & Mary,Division I,Division I,DI FCS,Active Member,Colonial Athletic Association,Colonial Athletic Association,Non-HBCU,Public,Research Universities,"Williamsburg, VA",Tribeathletics.com,www.wm.edu/
University of Richmond,Division I,Division I,DI FCS,Active Member,Atlantic 10 Conference,Colonial Athletic Association,Non-HBCU,Private,Baccalaureate Colleges,"Richmond, VA",www.RichmondSpiders.com/,www.richmond.edu/
James Madison University,Division I,Division I,DI FCS,Active Member,Colonial Athletic Association,Colonial Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"Harrisonburg, VA",www.jmu.edu/,www.jmusports.com
Virginia Military Institute,Division I,Division I,DI FCS,Active Member,Southern Conference,Southern Conference,Non-HBCU,Public,Baccalaureate Colleges,"Lexington, VA",www.vmi.edu,www.vmikeydets.com
Duquesne University,Division I,Division I,DI FCS,Active Member,Atlantic 10 Conference,Northeast Conference,Non-HBCU,Private,Research Universities,"Pittsburgh, PA",www.GoDuquesne.com,www.duq.edu
Norfolk State University,Division I,Division I,DI FCS,Active Member,Mid-Eastern Athletic Conf.,Mid-Eastern Athletic Conf.,HBCU,Public,Master's Colleges & Universities,"Norfolk, VA",www.nsu.edu,www.nsuspartans.com
Davidson College,Division I,Division I,DI FCS,Active Member,Atlantic 10 Conference,Pioneer Football League,Non-HBCU,Private,Baccalaureate Colleges,"Davidson, NC",www.davidson.edu,www.davidsonwildcats.com
Morehead State University,Division I,Division I,DI FCS,Active Member,Ohio Valley Conference,Pioneer Football League,Non-HBCU,Public,Master's Colleges & Universities,"Morehead, KY",www.moreheadstate.edu,www.msueagles.com
Eastern Kentucky University,Division I,Division I,DI FCS,Active Member,Ohio Valley Conference,Ohio Valley Conference,Non-HBCU,Public,Master's Colleges & Universities,"Richmond, KY",www.eku.edu,www.ekusports.com
Saint Francis University (Pennsylvania),Division I,Division I,DI FCS,Active Member,Northeast Conference,Northeast Conference,Non-HBCU,Private,Master's Colleges & Universities,"Loretto, PA",www.francis.edu,www.sfuathletics.com
Tennessee Technological University,Division I,Division I,DI FCS,Active Member,Ohio Valley Conference,Ohio Valley Conference,Non-HBCU,Public,Research Universities,"Cookeville, TN",www.TTUsports.com/,www.tntech.edu/
Austin Peay State University,Division I,Division I,DI FCS,Active Member,Ohio Valley Conference,Ohio Valley Conference,Non-HBCU,Public,Master's Colleges & Universities,"Clarksville, TN",www.apsu.edu,www.apsu.edu/letsgopeay/
Murray State University,Division I,Division I,DI FCS,Active Member,Ohio Valley Conference,Ohio Valley Conference,Non-HBCU,Public,Master's Colleges & Universities,"Murray, KY",www.goracers.com,www.murraystate.edu/
University of Tennessee at Martin,Division I,Division I,DI FCS,Active Member,Ohio Valley Conference,Ohio Valley Conference,Non-HBCU,Public,Master's Colleges & Universities,"Martin, TN",www.utm.edu/,www.utmsports.com
North Carolina Central University,Division I,Division I,DI FCS,Active Member,Mid-Eastern Athletic Conf.,Mid-Eastern Athletic Conf.,HBCU,Public,Master's Colleges & Universities,"Durham, NC",www.nccu.edu/,www.nccueaglepride.com
Wofford College,Division I,Division I,DI FCS,Active Member,Southern Conference,Southern Conference,Non-HBCU,Private,Baccalaureate Colleges,"Spartanburg, SC",www.wofford.edu/,www.wofford.edu/athletics
Furman University,Division I,Division I,DI FCS,Active Member,Southern Conference,Southern Conference,Non-HBCU,Private,Baccalaureate Colleges,"Greenville, SC",www.furman.edu,www.furmanpaladins.com
Western Carolina University,Division I,Division I,DI FCS,Active Member,Southern Conference,Southern Conference,Non-HBCU,Public,Master's Colleges & Universities,"Cullowhee, NC",www.catamountsports.com,www.wcu.edu/
Elon University,Division I,Division I,DI FCS,Active Member,Colonial Athletic Association,Colonial Athletic Association,Non-HBCU,Private,Research Universities,"Elon, NC",www.elon.edu/,www.elonphoenix.com
North Carolina A&T State University,Division I,Division I,DI FCS,Active Member,Mid-Eastern Athletic Conf.,Mid-Eastern Athletic Conf.,HBCU,Public,Research Universities,"Greensboro, NC",www.ncat.edu,www.ncataggies.com
Campbell University,Division I,Division I,DI FCS,Active Member,Big South Conference,Big South Conference,Non-HBCU,Private,Research Universities,"Buies Creek, NC",www.campbell.edu,www.gocamels.com
Charleston Southern University,Division I,Division I,DI FCS,Active Member,Big South Conference,Big South Conference,Non-HBCU,Private,Master's Colleges & Universities,"Charleston, SC",www.csuniv.edu,www.csusports.com
The Citadel,Division I,Division I,DI FCS,Active Member,Southern Conference,Southern Conference,Non-HBCU,Public,Master's Colleges & Universities,"Charleston, SC",citadelsports.com,www.citadel.edu
Savannah State University,Division I,Division I,DI FCS,Reclass DI to DII,Southern Intercol. Ath. Conf.,Southern Intercol. Ath. Conf.,HBCU,Public,Master's Colleges & Universities,"Savannah, GA",ssuathletics.com/,www.savannahstate.edu
Jacksonville University,Division I,Division I,DI FCS,Active Member,ASUN Conference,Pioneer Football League,Non-HBCU,Private,Master's Colleges & Universities,"Jacksonville, FL",www.ju.edu,www.judolphins.com
Bethune-Cookman University,Division I,Division I,DI FCS,Active Member,Mid-Eastern Athletic Conf.,Mid-Eastern Athletic Conf.,HBCU,Private,Baccalaureate Colleges,"Daytona Beach, FL",www.bcuathletics.com,www.cookman.edu
Stetson University,Division I,Division I,DI FCS,Active Member,ASUN Conference,Pioneer Football League,Non-HBCU,Private,Master's Colleges & Universities,"DeLand, FL",www.gohatters.com,www.stetson.edu/
Florida A&M University,Division I,Division I,DI FCS,Active Member,Mid-Eastern Athletic Conf.,Mid-Eastern Athletic Conf.,HBCU,Public,Research Universities,"Tallahassee, FL",famuathletics.com/,www.famu.edu
Mercer University,Division I,Division I,DI FCS,Active Member,Southern Conference,Southern Conference,Non-HBCU,Private,Research Universities,"Macon, GA",www.mercerbears.com,www2.mercer.edu/default.htm
Kennesaw State University,Division I,Division I,DI FCS,Active Member,ASUN Conference,Big South Conference,Non-HBCU,Public,Research Universities,"Kennesaw, GA",www.kennesaw.edu/,www.ksuowls.com
University of Tennessee at Chattanooga,Division I,Division I,DI FCS,Active Member,Southern Conference,Southern Conference,Non-HBCU,Public,Research Universities,"Chattanooga, TN",www.gomocs.com,www.utc.edu
Jacksonville State University,Division I,Division I,DI FCS,Active Member,Ohio Valley Conference,Ohio Valley Conference,Non-HBCU,Public,Master's Colleges & Universities,"Jacksonville, AL",www.jsu.edu,www.jsugamecocksports.com
Samford University,Division I,Division I,DI FCS,Active Member,Southern Conference,Southern Conference,Non-HBCU,Private,Research Universities,"Birmingham, AL",samfordsports.com,www.samford.edu/
Alabama State University,Division I,Division I,DI FCS,Active Member,Southwestern Athletic Conf.,Southwestern Athletic Conf.,HBCU,Public,Master's Colleges & Universities,"Montgomery, AL",www.alasu.edu,www.bamastatesports.com
Robert Morris University,Division I,Division I,DI FCS,Active Member,Northeast Conference,Northeast Conference,Non-HBCU,Private,Research Universities,"Moon Township, PA",www.rmu.edu/,www.rmucolonials.com
East Tennessee State University,Division I,Division I,DI FCS,Active Member,Southern Conference,Southern Conference,Non-HBCU,Public,Research Universities,"Johnson City, TN",www.etsu.edu,www.etsubucs.com/
Gardner-Webb University,Division I,Division I,DI FCS,Active Member,Big South Conference,Big South Conference,Non-HBCU,Private,Research Universities,"Boiling Springs, NC",www.gardner-webb.edu,www.gwusports.com
Valparaiso University,Division I,Division I,DI FCS,Active Member,Missouri Valley Conference,Pioneer Football League,Non-HBCU,Private,Research Universities,"Valparaiso, IN",www.valpo.edu/,www.valpoathletics.com
Indiana State University,Division I,Division I,DI FCS,Active Member,Missouri Valley Conference,Missouri Valley Football Conference,Non-HBCU,Public,Research Universities,"Terre Haute, IN",www.gosycamores.com,www.indstate.edu
University of Dayton,Division I,Division I,DI FCS,Active Member,Atlantic 10 Conference,Pioneer Football League,Non-HBCU,Private,Research Universities,"Dayton, OH",www.daytonflyers.com,www.udayton.edu
Butler University,Division I,Division I,DI FCS,Active Member,Big East Conference,Pioneer Football League,Non-HBCU,Private,Master's Colleges & Universities,"Indianapolis, IN",www.butler.edu,www.butlersports.com
Youngstown State University,Division I,Division I,DI FCS,Active Member,Horizon League,Missouri Valley Football Conference,Non-HBCU,Public,Master's Colleges & Universities,"Youngstown, OH",www.ysu.edu/,www.ysusports.com
Alabama A&M University,Division I,Division I,DI FCS,Active Member,Southwestern Athletic Conf.,Southwestern Athletic Conf.,HBCU,Public,Master's Colleges & Universities,"Normal, AL",www.aamu.edu,www.aamusports.com/
Mississippi Valley State University,Division I,Division I,DI FCS,Active Member,Southwestern Athletic Conf.,Southwestern Athletic Conf.,HBCU,Public,Master's Colleges & Universities,"Itta Bena, MS",www.mvsu.edu,www.mvsusports.com
Jackson State University,Division I,Division I,DI FCS,Active Member,Southwestern Athletic Conf.,Southwestern Athletic Conf.,HBCU,Public,Research Universities,"Jackson, MS",www.jsums.edu/,www.jsutigers.com
Alcorn State University,Division I,Division I,DI FCS,Active Member,Southwestern Athletic Conf.,Southwestern Athletic Conf.,HBCU,Public,Master's Colleges & Universities,"Alcorn State, MS",www.alcorn.edu,www.alcornsports.com
Southeastern Louisiana University,Division I,Division I,DI FCS,Active Member,Southland Conference,Southland Conference,Non-HBCU,Public,Master's Colleges & Universities,"Hammond, LA",www.lionsports.net,www.selu.edu
Nicholls State University,Division I,Division I,DI FCS,Active Member,Southland Conference,Southland Conference,Non-HBCU,Public,Master's Colleges & Universities,"Thibodaux, LA",www.geauxcolonels.com,www.nicholls.edu/
"Southern University, Baton Rouge",Division I,Division I,DI FCS,Active Member,Southwestern Athletic Conf.,Southwestern Athletic Conf.,HBCU,Public,Master's Colleges & Universities,"Baton Rouge, LA",www.gojagsports.com,www.subr.edu
Grambling State University,Division I,Division I,DI FCS,Active Member,Southwestern Athletic Conf.,Southwestern Athletic Conf.,HBCU,Public,Master's Colleges & Universities,"Grambling, LA",www.gram.edu,www.gsutigers.com
Northwestern State University,Division I,Division I,DI FCS,Active Member,Southland Conference,Southland Conference,Non-HBCU,Public,Master's Colleges & Universities,"Natchitoches, LA",www.nsudemons.com,www.nsula.edu
"University of Arkansas, Pine Bluff",Division I,Division I,DI FCS,Active Member,Southwestern Athletic Conf.,Southwestern Athletic Conf.,HBCU,Public,Baccalaureate Colleges,"Pine Bluff, AR",www.uapb.edu,www.uapblionsroar.com
University of Central Arkansas,Division I,Division I,DI FCS,Active Member,Southland Conference,Southland Conference,Non-HBCU,Public,Research Universities,"Conway, AR",www.uca.edu,www.ucasports.com
Missouri State University,Division I,Division I,DI FCS,Active Member,Missouri Valley Conference,Missouri Valley Football Conference,Non-HBCU,Public,Research Universities,"Springfield, MO",www.missouristate.edu,www.missouristatebears.com
University of Northern Iowa,Division I,Division I,DI FCS,Active Member,Missouri Valley Conference,Missouri Valley Football Conference,Non-HBCU,Public,Master's Colleges & Universities,"Cedar Falls, IA",www.uni.edu/,www.unipanthers.com
Drake University,Division I,Division I,DI FCS,Active Member,Missouri Valley Conference,Pioneer Football League,Non-HBCU,Private,Research Universities,"Des Moines, IA",www.drake.edu,www.godrakebulldogs.com
University of South Dakota,Division I,Division I,DI FCS,Active Member,The Summit League,Missouri Valley Football Conference,Non-HBCU,Public,Research Universities,"Vermillion, SD",www.goyotes.com,www.usd.edu
South Dakota State University,Division I,Division I,DI FCS,Active Member,The Summit League,Missouri Valley Football Conference,Non-HBCU,Public,Research Universities,"Brookings, SD",www.gojacks.com,www.sdstate.edu
North Dakota State University,Division I,Division I,DI FCS,Active Member,The Summit League,Missouri Valley Football Conference,Non-HBCU,Public,Research Universities,"Fargo, ND",www.GoBison.com,www.ndsu.edu/
University of North Dakota,Division I,Division I,DI FCS,Active Member,The Summit League,Independent,Non-HBCU,Public,Research Universities,"Grand Forks, ND",www.und.edu/,www.undsports.com
Southern Illinois University at Carbondale,Division I,Division I,DI FCS,Active Member,Missouri Valley Conference,Missouri Valley Football Conference,Non-HBCU,Public,Research Universities,"Carbondale, IL",www.siuc.edu/,www.siusalukis.com/
Southeast Missouri State University,Division I,Division I,DI FCS,Active Member,Ohio Valley Conference,Ohio Valley Conference,Non-HBCU,Public,Master's Colleges & Universities,"Cape Girardeau, MO",www.GoSoutheast.com,www.semo.edu/
Tennessee State University,Division I,Division I,DI FCS,Active Member,Ohio Valley Conference,Ohio Valley Conference,HBCU,Public,Research Universities,"Nashville, TN",www.tnstate.edu/,www.tsutigers.com
Eastern Illinois University,Division I,Division I,DI FCS,Active Member,Ohio Valley Conference,Ohio Valley Conference,Non-HBCU,Public,Master's Colleges & Universities,"Charleston, IL",www.eiu.edu,www.eiupanthers.com
Illinois State University,Division I,Division I,DI FCS,Active Member,Missouri Valley Conference,Missouri Valley Football Conference,Non-HBCU,Public,Research Universities,"Normal, IL",goredbirds.com,www.ilstu.edu
Western Illinois University,Division I,Division I,DI FCS,Active Member,The Summit League,Missouri Valley Football Conference,Non-HBCU,Public,Master's Colleges & Universities,"Macomb, IL",www.goleathernecks.com,www.wiu.edu
Lamar University,Division I,Division I,DI FCS,Active Member,Southland Conference,Southland Conference,Non-HBCU,Public,Research Universities,"Beaumont, TX",www.lamar.edu/,www.lamarcardinals.com
Stephen F. Austin State University,Division I,Division I,DI FCS,Active Member,Southland Conference,Southland Conference,Non-HBCU,Public,Research Universities,"Nacogdoches, TX",sfajacks.cstv.com,www.sfasu.edu/
Texas Southern University,Division I,Division I,DI FCS,Active Member,Southwestern Athletic Conf.,Southwestern Athletic Conf.,HBCU,Public,Research Universities,"Houston, TX",www.tsu.edu/,www.tsusports.com
Houston Baptist University,Division I,Division I,DI FCS,Active Member,Southland Conference,Southland Conference,Non-HBCU,Private,Master's Colleges & Universities,"Houston, TX",www.hbu.edu/,www.hbuhuskies.com
Sam Houston State University,Division I,Division I,DI FCS,Active Member,Southland Conference,Southland Conference,Non-HBCU,Public,Research Universities,"Huntsville, TX",www.gobearkats.com,www.shsu.edu/
Prairie View A&M University,Division I,Division I,DI FCS,Active Member,Southwestern Athletic Conf.,Southwestern Athletic Conf.,HBCU,Public,Master's Colleges & Universities,"Prairie View, TX",www.pvamu.edu,www.pvpanthers.com
University of the Incarnate Word,Division I,Division I,DI FCS,Active Member,Southland Conference,Southland Conference,Non-HBCU,Private,Research Universities,"San Antonio, TX",www.uiw.edu,www.uiwtx.edu/athletics/index.htm
Abilene Christian University,Division I,Division I,DI FCS,Active Member,Southland Conference,Southland Conference,Non-HBCU,Private,Master's Colleges & Universities,"Abilene, TX",www.acu.edu,www.acusports.com
University of Montana,Division I,Division I,DI FCS,Active Member,Big Sky Conference,Big Sky Conference,Non-HBCU,Public,Research Universities,"Missoula, MT",www.gogriz.com,www.umt.edu/
Montana State University-Bozeman,Division I,Division I,DI FCS,Active Member,Big Sky Conference,Big Sky Conference,Non-HBCU,Public,Research Universities,"Bozeman, MT",www.montana.edu/,www.msubobcats.com
University of Idaho,Division I,Division I,DI FCS,Active Member,Big Sky Conference,Big Sky Conference,Non-HBCU,Public,Research Universities,"Moscow, ID",www.govandals.com,www.uidaho.edu/
Eastern Washington University,Division I,Division I,DI FCS,Active Member,Big Sky Conference,Big Sky Conference,Non-HBCU,Public,Master's Colleges & Universities,"Cheney, WA",goeags.com,www.ewu.edu/
Portland State University,Division I,Division I,DI FCS,Active Member,Big Sky Conference,Big Sky Conference,Non-HBCU,Public,Research Universities,"Portland, OR",www.goviks.com,www.pdx.edu/
Idaho State University,Division I,Division I,DI FCS,Active Member,Big Sky Conference,Big Sky Conference,Non-HBCU,Public,Research Universities,"Pocatello, ID",www.isu.edu,www.isubengals.com
Weber State University,Division I,Division I,DI FCS,Active Member,Big Sky Conference,Big Sky Conference,Non-HBCU,Public,Master's Colleges & Universities,"Ogden, UT",www.weber.edu,www.weberstatesports.com/
California Polytechnic State University,Division I,Division I,DI FCS,Active Member,Big West Conference,Big Sky Conference,Non-HBCU,Public,Master's Colleges & Universities,"San Luis Obispo, CA",gopoly.com,www.calpoly.edu
"California State University, Sacramento",Division I,Division I,DI FCS,Active Member,Big Sky Conference,Big Sky Conference,Non-HBCU,Public,Master's Colleges & Universities,"Sacramento, CA",www.csus.edu,www.hornetsports.com
"University of California, Davis",Division I,Division I,DI FCS,Active Member,Big West Conference,Big Sky Conference,Non-HBCU,Public,Research Universities,"Davis, CA",www.ucdavis.edu,www.ucdavisaggies.com
University of Northern Colorado,Division I,Division I,DI FCS,Active Member,Big Sky Conference,Big Sky Conference,Non-HBCU,Public,Research Universities,"Greeley, CO",www.uncbears.com,www.unco.edu
Southern Utah University,Division I,Division I,DI FCS,Active Member,Big Sky Conference,Big Sky Conference,Non-HBCU,Public,Master's Colleges & Universities,"Cedar City, UT",www.suu.edu,www.suutbirds.com
Northern Arizona University,Division I,Division I,DI FCS,Active Member,Big Sky Conference,Big Sky Conference,Non-HBCU,Public,Research Universities,"Flagstaff, AZ",www.nau.edu,www.nauathletics.com
University of San Diego,Division I,Division I,DI FCS,Active Member,West Coast Conference,Pioneer Football League,Non-HBCU,Private,Research Universities,"San Diego, CA",www.sandiego.edu,www.usdtoreros.com
