School Name,Primary Division,Sport Division,Subdivision,Membership Status,Primary Conference,Sport Conference,HBCU/Non-HBCU,Public/Private,Carnegie Classification,City/State ,Primary URL,Secondary URL,Primary Icon
Marist College,Division I,Division I,DI FCS,Active Member,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Poughkeepsie, NY",www.GoRedFoxes.com,www.marist.edu,738_738.favicon.ico
State University of New York at New Paltz,Division III,Division III,Non-DI,Active Member,State University of New York Athletic Conference,State University of New York Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"New Paltz, NY",www.newpaltz.edu/,www.nphawks.com,739_739.site.png
Bard College,Division III,Division III,Non-DI,Active Member,Liberty League,Liberty League,Non-HBCU,Private,Baccalaureate Colleges,"Annandale-On-Hudson, NY",www.bard.edu,www.bardathletics.com,740_740.site.png
State University of New York at Delhi,Division III,Division III,Non-DI,Provisional Member,North Atlantic Conference,North Atlantic Conference,Non-HBCU,Public,Baccalaureate Colleges,"Delhi, NY",delhibroncos.com/landing/index,www.delhi.edu,741_741.favicon-194x194.png
Hartwick College,Division III,Division III,Non-DI,Active Member,Empire 8,Empire 8,Non-HBCU,Private,Baccalaureate Colleges,"Oneonta, NY",www.hartwick.edu,www.hartwickhawks.com,742_742.favicon.ico
State University of New York at Oneonta,Division III,Division III,Non-DI,Active Member,State University of New York Athletic Conference,State University of New York Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Oneonta, NY",www.oneonta.edu,www.oneontaathletics.com,743_743.site.png
The College of Saint Rose,Division II,Division II,Non-DI,Active Member,Northeast-10 Conference,Northeast-10 Conference,Non-HBCU,Private,Master's Colleges & Universities,"Albany, NY",gogoldenknights.com,www.strose.edu,
University at Albany,Division I,Division I,DI FCS,Active Member,America East Conference,America East Conference,Non-HBCU,Public,Research Universities,"Albany, NY",www.albany.edu,www.ualbanysports.com,745_745.favicon.ico
Siena College,Division I,Division I,DI Subdivision,Active Member,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Loudonville, NY",www.siena.edu,www.sienasaints.com,746_746.favicon.ico
The Sage Colleges,Division III,Division III,Non-DI,Active Member,Empire 8,Empire 8,Non-HBCU,Private,Research Universities,"Troy, NY",www.sage.edu/,www.sagegators.com,747_747.thumbnail_default.jpg
